社員番号,氏名,所属部門,勤務表提出ステータス,日付,休日区分,勤務状況,始業時刻,終業時刻,備考,承認,控除合計,深夜合計,実働,休憩
2030492,松井　智仁,オフィスサプライ課,承認完了,2017/9/3,法休,休日,,,,,,,,
2030492,松井　智仁,オフィスサプライ課,承認完了,2017/9/4,平日,出勤,9:00,17:15,,1,,,435,60
2030492,松井　智仁,オフィスサプライ課,承認完了,2017/9/5,平日,出勤,9:00,17:15,直帰,1,,,435,60
2030492,松井　智仁,オフィスサプライ課,承認完了,2017/9/6,平日,出勤,9:00,18:00,,1,,,480,60
2030492,松井　智仁,オフィスサプライ課,承認完了,2017/9/7,平日,出勤,9:00,19:00,,1,,,540,60
2030492,松井　智仁,オフィスサプライ課,承認完了,2017/9/8,平日,出勤,9:00,17:15,,1,,,435,60
2030492,松井　智仁,オフィスサプライ課,承認完了,2017/9/9,休日,休日,,,,,,,,
2030492,松井　智仁,オフィスサプライ課,承認完了,2017/9/10,法休,休日,,,,,,,,
2030492,松井　智仁,オフィスサプライ課,承認完了,2017/9/11,平日,出勤,9:00,18:30,,1,,,510,60
2030492,松井　智仁,オフィスサプライ課,承認完了,2017/9/12,平日,出勤,9:00,17:15,,1,,,435,60
2030492,松井　智仁,オフィスサプライ課,承認完了,2017/9/13,平日,出勤,9:00,17:15,,1,,,435,60
2030492,松井　智仁,オフィスサプライ課,承認完了,2017/9/14,平日,出勤,9:00,17:15,,1,,,435,60
2030492,松井　智仁,オフィスサプライ課,承認完了,2017/9/15,平日,出勤,9:00,17:15,,1,,,435,60
2030492,松井　智仁,オフィスサプライ課,承認完了,2017/9/16,休日,休日,,,,,,,,
2030492,松井　智仁,オフィスサプライ課,承認完了,2017/9/17,法休,休日,,,,,,,,
2030492,松井　智仁,オフィスサプライ課,承認完了,2017/9/18,祝日,休日,,,,,,,,
2030492,松井　智仁,オフィスサプライ課,承認完了,2017/9/19,平日,出勤,9:00,17:15,,1,,,435,60
2030492,松井　智仁,オフィスサプライ課,承認完了,2017/9/20,平日,出勤,9:00,17:15,,1,,,435,60
2030492,松井　智仁,オフィスサプライ課,承認完了,2017/9/21,平日,精勤休暇,,,,1,,,,
2030492,松井　智仁,オフィスサプライ課,承認完了,2017/9/22,平日,精勤休暇,,,,1,,,,
2030492,松井　智仁,オフィスサプライ課,承認完了,2017/9/23,祝日,休日,,,,,,,,
2030492,松井　智仁,オフィスサプライ課,承認完了,2017/9/24,法休,休日,,,,,,,,
2030492,松井　智仁,オフィスサプライ課,承認完了,2017/9/25,平日,出勤,9:00,17:15,,1,,,435,60
2030492,松井　智仁,オフィスサプライ課,承認完了,2017/9/26,平日,出勤,9:00,20:00,,1,,,600,60
2030492,松井　智仁,オフィスサプライ課,承認完了,2017/9/27,平日,出勤,9:00,17:15,,1,,,435,60
2030492,松井　智仁,オフィスサプライ課,承認完了,2017/9/28,平日,出勤,9:00,17:15,,1,,,435,60
2030492,松井　智仁,オフィスサプライ課,承認完了,2017/9/29,平日,出勤,9:00,17:15,,1,,,435,60
2030492,松井　智仁,オフィスサプライ課,承認完了,2017/9/30,休日,休日,,,,,,,,
2040195,村杉　進一,情報インフラ課,承認完了,2017/9/1,平日,出勤,9:00,17:15,,1,,,435,60
2040195,村杉　進一,情報インフラ課,承認完了,2017/9/2,休日,休日,,,,,,,,
2040195,村杉　進一,情報インフラ課,承認完了,2017/9/3,法休,休日,,,,,,,,
2040195,村杉　進一,情報インフラ課,承認完了,2017/9/4,平日,出勤,9:00,17:15,,1,,,435,60
2040195,村杉　進一,情報インフラ課,承認完了,2017/9/5,平日,出勤,9:00,17:15,,1,,,435,60
2040195,村杉　進一,情報インフラ課,承認完了,2017/9/6,平日,出勤,9:00,17:15,,1,,,435,60
2040195,村杉　進一,情報インフラ課,承認完了,2017/9/7,平日,精勤休暇,,,,1,,,,
2040195,村杉　進一,情報インフラ課,承認完了,2017/9/8,平日,出勤,9:00,17:15,,1,,,435,60
2040195,村杉　進一,情報インフラ課,承認完了,2017/9/9,休日,休日,,,,,,,,
2040195,村杉　進一,情報インフラ課,承認完了,2017/9/10,法休,休日,,,,,,,,
2040195,村杉　進一,情報インフラ課,承認完了,2017/9/11,平日,出勤,9:00,17:15,,1,,,435,60
2040195,村杉　進一,情報インフラ課,承認完了,2017/9/12,平日,出勤,9:00,17:15,,1,,,435,60
2040195,村杉　進一,情報インフラ課,承認完了,2017/9/13,平日,出勤,9:00,17:15,,1,,,435,60
2040195,村杉　進一,情報インフラ課,承認完了,2017/9/14,平日,出勤,9:00,17:15,,1,,,435,60
2040195,村杉　進一,情報インフラ課,承認完了,2017/9/15,平日,出勤,9:00,17:15,,1,,,435,60
2040195,村杉　進一,情報インフラ課,承認完了,2017/9/16,休日,休日,,,,,,,,
2040195,村杉　進一,情報インフラ課,承認完了,2017/9/17,法休,休日,,,,,,,,
2040195,村杉　進一,情報インフラ課,承認完了,2017/9/18,祝日,休日,,,,,,,,
2040195,村杉　進一,情報インフラ課,承認完了,2017/9/19,平日,出勤,9:00,17:15,,1,,,435,60
2040195,村杉　進一,情報インフラ課,承認完了,2017/9/20,平日,出勤,9:00,17:15,,1,,,435,60
2040195,村杉　進一,情報インフラ課,承認完了,2017/9/21,平日,出勤,9:00,17:15,,1,,,435,60
2040195,村杉　進一,情報インフラ課,承認完了,2017/9/22,平日,出勤,9:00,22:00,,1,,,720,60
2040195,村杉　進一,情報インフラ課,承認完了,2017/9/23,平日,振替勤務,9:00,17:15,,1,,,435,60
2040195,村杉　進一,情報インフラ課,承認完了,2017/9/24,法休,休日,,,,,,,,
2040195,村杉　進一,情報インフラ課,承認完了,2017/9/25,平日,出勤,9:00,17:15,,1,,,435,60
2040195,村杉　進一,情報インフラ課,承認完了,2017/9/26,平日,出勤,9:00,17:15,,1,,,435,60
2040195,村杉　進一,情報インフラ課,承認完了,2017/9/27,平日,出勤,9:00,17:15,,1,,,435,60
2040195,村杉　進一,情報インフラ課,承認完了,2017/9/28,平日,出勤,9:00,17:15,,1,,,435,60
2040195,村杉　進一,情報インフラ課,承認完了,2017/9/29,平日,出勤,9:00,17:15,,1,,,435,60
2040195,村杉　進一,情報インフラ課,承認完了,2017/9/30,休日,休日,,,,,,,,
2050494,門田　純子,人事・総務サポート課,承認完了,2017/9/1,平日,出勤,9:00,17:15,,1,,,435,60
2050494,門田　純子,人事・総務サポート課,承認完了,2017/9/2,休日,休日,,,,,,,,
2050494,門田　純子,人事・総務サポート課,承認完了,2017/9/3,法休,休日,,,,,,,,
2050494,門田　純子,人事・総務サポート課,承認完了,2017/9/4,平日,出勤,9:00,17:15,,1,,,435,60
2050494,門田　純子,人事・総務サポート課,承認完了,2017/9/5,平日,出勤,9:00,17:15,,1,,,435,60
2050494,門田　純子,人事・総務サポート課,承認完了,2017/9/6,平日,出勤,9:00,17:15,,1,,,435,60
2050494,門田　純子,人事・総務サポート課,承認完了,2017/9/7,平日,出勤,9:00,17:15,,1,,,435,60
2050494,門田　純子,人事・総務サポート課,承認完了,2017/9/8,平日,出勤,9:00,17:15,,1,,,435,60
2050494,門田　純子,人事・総務サポート課,承認完了,2017/9/9,休日,休日,,,,,,,,
2050494,門田　純子,人事・総務サポート課,承認完了,2017/9/10,法休,休日,,,,,,,,
2050494,門田　純子,人事・総務サポート課,承認完了,2017/9/11,平日,出勤,9:00,17:15,,1,,,435,60
2050494,門田　純子,人事・総務サポート課,承認完了,2017/9/12,平日,午前半休,13:00,17:15,,1,,,255,0
2050494,門田　純子,人事・総務サポート課,承認完了,2017/9/13,平日,出勤,9:00,17:15,,1,,,435,60
2050494,門田　純子,人事・総務サポート課,承認完了,2017/9/14,平日,出勤,9:00,17:15,,1,,,435,60
2050494,門田　純子,人事・総務サポート課,承認完了,2017/9/15,平日,出勤,9:00,17:15,,1,,,435,60
2050494,門田　純子,人事・総務サポート課,承認完了,2017/9/16,休日,休日,,,,,,,,
2050494,門田　純子,人事・総務サポート課,承認完了,2017/9/17,法休,休日,,,,,,,,
2050494,門田　純子,人事・総務サポート課,承認完了,2017/9/18,祝日,休日,,,,,,,,
2050494,門田　純子,人事・総務サポート課,承認完了,2017/9/19,平日,出勤,9:00,17:15,,1,,,435,60
2050494,門田　純子,人事・総務サポート課,承認完了,2017/9/20,平日,出勤,9:00,17:15,,1,,,435,60
2050494,門田　純子,人事・総務サポート課,承認完了,2017/9/21,平日,出勤,9:00,17:15,,1,,,435,60
2050494,門田　純子,人事・総務サポート課,承認完了,2017/9/22,平日,出勤,9:00,17:15,,1,,,435,60
2050494,門田　純子,人事・総務サポート課,承認完了,2017/9/23,祝日,休日,,,,,,,,
2050494,門田　純子,人事・総務サポート課,承認完了,2017/9/24,法休,休日,,,,,,,,
2050494,門田　純子,人事・総務サポート課,承認完了,2017/9/25,平日,出勤,9:00,17:15,,1,,,435,60
2050494,門田　純子,人事・総務サポート課,承認完了,2017/9/26,平日,出勤,9:00,17:15,,1,,,435,60
2050494,門田　純子,人事・総務サポート課,承認完了,2017/9/27,平日,出勤,9:00,17:15,,1,,,435,60
2050494,門田　純子,人事・総務サポート課,承認完了,2017/9/28,平日,出勤,9:00,17:15,,1,,,435,60
2050494,門田　純子,人事・総務サポート課,承認完了,2017/9/29,平日,出勤,9:00,17:15,,1,,,435,60
2050494,門田　純子,人事・総務サポート課,承認完了,2017/9/30,休日,休日,,,,,,,,
2060895,岡部　由美子,情報インフラ課,承認完了,2017/9/1,平日,出勤,9:00,18:00,,1,,,480,60
2060895,岡部　由美子,情報インフラ課,承認完了,2017/9/2,休日,休日,,,,,,,,
2060895,岡部　由美子,情報インフラ課,承認完了,2017/9/3,法休,休日,,,,,,,,
2060895,岡部　由美子,情報インフラ課,承認完了,2017/9/4,平日,出勤,9:00,17:15,,1,,,435,60
2060895,岡部　由美子,情報インフラ課,承認完了,2017/9/5,平日,出勤,9:00,17:15,,1,,,435,60
2060895,岡部　由美子,情報インフラ課,承認完了,2017/9/6,平日,出勤,9:00,17:15,,1,,,435,60
2060895,岡部　由美子,情報インフラ課,承認完了,2017/9/7,平日,出勤,9:00,17:15,,1,,,435,60
2060895,岡部　由美子,情報インフラ課,承認完了,2017/9/8,平日,出勤,9:00,17:15,,1,,,435,60
2060895,岡部　由美子,情報インフラ課,承認完了,2017/9/9,休日,休日,,,,,,,,
2060895,岡部　由美子,情報インフラ課,承認完了,2017/9/10,法休,休日,,,,,,,,
2060895,岡部　由美子,情報インフラ課,承認完了,2017/9/11,平日,出勤,9:00,17:15,,1,,,435,60
2060895,岡部　由美子,情報インフラ課,承認完了,2017/9/12,平日,午後半休,9:00,12:00,,1,,,180,0
2060895,岡部　由美子,情報インフラ課,承認完了,2017/9/13,平日,出勤,9:00,17:15,,1,,,435,60
2060895,岡部　由美子,情報インフラ課,承認完了,2017/9/14,平日,出勤,9:00,17:15,,1,,,435,60
2060895,岡部　由美子,情報インフラ課,承認完了,2017/9/15,平日,出勤,9:00,17:15,,1,,,435,60
2060895,岡部　由美子,情報インフラ課,承認完了,2017/9/16,休日,休日,,,,,,,,
2060895,岡部　由美子,情報インフラ課,承認完了,2017/9/17,法休,休日,,,,,,,,
2060895,岡部　由美子,情報インフラ課,承認完了,2017/9/18,祝日,休日,,,,,,,,
2060895,岡部　由美子,情報インフラ課,承認完了,2017/9/19,平日,午後半休,9:00,12:00,,1,,,180,0
2060895,岡部　由美子,情報インフラ課,承認完了,2017/9/20,平日,出勤,9:00,17:15,,1,,,435,60
2060895,岡部　由美子,情報インフラ課,承認完了,2017/9/21,平日,出勤,9:00,17:15,,1,,,435,60
2060895,岡部　由美子,情報インフラ課,承認完了,2017/9/22,平日,出勤,9:00,17:15,,1,,,435,60
2060895,岡部　由美子,情報インフラ課,承認完了,2017/9/23,祝日,休日,,,,,,,,
2060895,岡部　由美子,情報インフラ課,承認完了,2017/9/24,法休,休日,,,,,,,,
2060895,岡部　由美子,情報インフラ課,承認完了,2017/9/25,平日,出勤,9:00,17:45,,1,,,465,60
2060895,岡部　由美子,情報インフラ課,承認完了,2017/9/26,平日,出勤,9:00,17:15,,1,,,435,60
2060895,岡部　由美子,情報インフラ課,承認完了,2017/9/27,平日,出勤,9:00,17:15,,1,,,435,60
2060895,岡部　由美子,情報インフラ課,承認完了,2017/9/28,平日,午後半休,9:00,12:00,,1,,,180,0
2060895,岡部　由美子,情報インフラ課,承認完了,2017/9/29,平日,出勤,9:00,17:15,,1,,,435,60
2060895,岡部　由美子,情報インフラ課,承認完了,2017/9/30,休日,休日,,,,1,,,,
2070296,五十嵐　淳,プロジェクトマネジメント課,承認完了,2017/9/1,平日,出勤,9:00,17:15,出張,1,,,435,60
2070296,五十嵐　淳,プロジェクトマネジメント課,承認完了,2017/9/2,休日,休日,,,,,,,,
2070296,五十嵐　淳,プロジェクトマネジメント課,承認完了,2017/9/3,法休,休日,,,,,,,,
2070296,五十嵐　淳,プロジェクトマネジメント課,承認完了,2017/9/4,平日,出勤,9:00,17:15,直帰,1,,,435,60
2070296,五十嵐　淳,プロジェクトマネジメント課,承認完了,2017/9/5,平日,出勤,9:00,17:30,直帰,1,,,450,60
2070296,五十嵐　淳,プロジェクトマネジメント課,承認完了,2017/9/6,平日,出勤,9:00,17:15,直帰,1,,,435,60
2070296,五十嵐　淳,プロジェクトマネジメント課,承認完了,2017/9/7,平日,出勤,9:00,17:30,直帰,1,,,450,60
2070296,五十嵐　淳,プロジェクトマネジメント課,承認完了,2017/9/8,平日,出勤,9:00,18:00,,1,,,480,60
2070296,五十嵐　淳,プロジェクトマネジメント課,承認完了,2017/9/9,休日,休日,,,,,,,,
2070296,五十嵐　淳,プロジェクトマネジメント課,承認完了,2017/9/10,法休,休日,,,,,,,,
2070296,五十嵐　淳,プロジェクトマネジメント課,承認完了,2017/9/11,平日,午後半休,9:00,12:00,,1,,,180,0
2070296,五十嵐　淳,プロジェクトマネジメント課,承認完了,2017/9/12,平日,出勤,9:00,18:00,直帰,1,,,480,60
2070296,五十嵐　淳,プロジェクトマネジメント課,承認完了,2017/9/13,平日,出勤,9:00,17:45,,1,,,465,60
2070296,五十嵐　淳,プロジェクトマネジメント課,承認完了,2017/9/14,平日,出勤,9:00,17:15,直帰,1,,,435,60
2070296,五十嵐　淳,プロジェクトマネジメント課,承認完了,2017/9/15,平日,出勤,9:00,18:00,,1,,,480,60
2070296,五十嵐　淳,プロジェクトマネジメント課,承認完了,2017/9/16,休日,休日,,,,,,,,
2070296,五十嵐　淳,プロジェクトマネジメント課,承認完了,2017/9/17,法休,休日,,,,,,,,
2070296,五十嵐　淳,プロジェクトマネジメント課,承認完了,2017/9/18,祝日,休日,,,,,,,,
2070296,五十嵐　淳,プロジェクトマネジメント課,承認完了,2017/9/19,平日,出勤,9:00,18:00,,1,,,480,60
2070296,五十嵐　淳,プロジェクトマネジメント課,承認完了,2017/9/20,平日,出勤,9:00,17:45,,1,,,465,60
2070296,五十嵐　淳,プロジェクトマネジメント課,承認完了,2017/9/21,平日,出勤,9:00,17:30,,1,,,450,60
2070296,五十嵐　淳,プロジェクトマネジメント課,承認完了,2017/9/22,平日,出勤,9:00,18:00,直帰,1,,,480,60
2070296,五十嵐　淳,プロジェクトマネジメント課,承認完了,2017/9/23,祝日,休日,,,,,,,,
2070296,五十嵐　淳,プロジェクトマネジメント課,承認完了,2017/9/24,法休,休日,,,,,,,,
2070296,五十嵐　淳,プロジェクトマネジメント課,承認完了,2017/9/25,平日,出勤,9:00,18:00,,1,,,480,60
2070296,五十嵐　淳,プロジェクトマネジメント課,承認完了,2017/9/26,平日,出勤,9:00,18:00,直帰,1,,,480,60
2070296,五十嵐　淳,プロジェクトマネジメント課,承認完了,2017/9/27,平日,出勤,9:00,17:15,出張,1,,,435,60
2070296,五十嵐　淳,プロジェクトマネジメント課,承認完了,2017/9/28,平日,出勤,9:00,17:15,出張,1,,,435,60
2070296,五十嵐　淳,プロジェクトマネジメント課,承認完了,2017/9/29,平日,出勤,9:00,17:15,直帰,1,,,435,60
2070296,五十嵐　淳,プロジェクトマネジメント課,承認完了,2017/9/30,平日,振替勤務,9:00,16:00,直行　直帰,1,60,,300,60
2080795,西本　和正,人事・総務サポート課,承認完了,2017/9/1,平日,出勤,9:00,17:15,,1,,,435,60
2080795,西本　和正,人事・総務サポート課,承認完了,2017/9/2,休日,休日,,,,,,,,
2080795,西本　和正,人事・総務サポート課,承認完了,2017/9/3,法休,休日,,,,,,,,
2080795,西本　和正,人事・総務サポート課,承認完了,2017/9/4,平日,出勤,9:00,17:15,,1,,,435,60
2080795,西本　和正,人事・総務サポート課,承認完了,2017/9/5,平日,出勤,9:00,17:15,,1,,,435,60
2080795,西本　和正,人事・総務サポート課,承認完了,2017/9/6,平日,出勤,9:00,17:15,,1,,,435,60
2080795,西本　和正,人事・総務サポート課,承認完了,2017/9/7,平日,出勤,9:00,17:15,,1,,,435,60
2080795,西本　和正,人事・総務サポート課,承認完了,2017/9/8,平日,出勤,9:00,17:15,,1,,,435,60
2080795,西本　和正,人事・総務サポート課,承認完了,2017/9/9,休日,休日,,,,,,,,
2080795,西本　和正,人事・総務サポート課,承認完了,2017/9/10,法休,休日,,,,,,,,
2080795,西本　和正,人事・総務サポート課,承認完了,2017/9/11,平日,出勤,9:00,17:15,,1,,,435,60
2080795,西本　和正,人事・総務サポート課,承認完了,2017/9/12,平日,出勤,9:00,17:15,,1,,,435,60
2080795,西本　和正,人事・総務サポート課,承認完了,2017/9/13,平日,出勤,9:00,17:15,,1,,,435,60
2080795,西本　和正,人事・総務サポート課,承認完了,2017/9/14,平日,出勤,9:00,17:15,,1,,,435,60
2080795,西本　和正,人事・総務サポート課,承認完了,2017/9/15,平日,出勤,9:00,17:15,,1,,,435,60
2080795,西本　和正,人事・総務サポート課,承認完了,2017/9/16,休日,休日,,,,,,,,
2080795,西本　和正,人事・総務サポート課,承認完了,2017/9/17,法休,休日,,,,,,,,
2080795,西本　和正,人事・総務サポート課,承認完了,2017/9/18,祝日,休日,,,,,,,,
2080795,西本　和正,人事・総務サポート課,承認完了,2017/9/19,平日,出勤,9:00,17:15,,1,,,435,60
2080795,西本　和正,人事・総務サポート課,承認完了,2017/9/20,平日,出勤,9:00,17:15,,1,,,435,60
2080795,西本　和正,人事・総務サポート課,承認完了,2017/9/21,平日,出勤,9:00,17:15,,1,,,435,60
2080795,西本　和正,人事・総務サポート課,承認完了,2017/9/22,平日,出勤,9:00,17:15,,1,,,435,60
2080795,西本　和正,人事・総務サポート課,承認完了,2017/9/23,祝日,休日,,,,,,,,
2080795,西本　和正,人事・総務サポート課,承認完了,2017/9/24,法休,休日,,,,,,,,
2080795,西本　和正,人事・総務サポート課,承認完了,2017/9/25,平日,精勤休暇,,,,1,,,,
2080795,西本　和正,人事・総務サポート課,承認完了,2017/9/26,平日,精勤休暇,,,,1,,,,
2080795,西本　和正,人事・総務サポート課,承認完了,2017/9/27,平日,精勤休暇,,,,1,,,,
2080795,西本　和正,人事・総務サポート課,承認完了,2017/9/28,平日,精勤休暇,,,,1,,,,
2080795,西本　和正,人事・総務サポート課,承認完了,2017/9/29,平日,精勤休暇,,,,1,,,,
2080795,西本　和正,人事・総務サポート課,承認完了,2017/9/30,休日,休日,,,,,,,,
2130797,江里口　光正,メールサプライ課,承認待ち ,2017/9/1,平日,出勤,8:00,16:45,,1,,,465,60
2130797,江里口　光正,メールサプライ課,承認待ち ,2017/9/2,休日,休日,,,,,,,,
2130797,江里口　光正,メールサプライ課,承認待ち ,2017/9/3,法休,休日,,,,,,,,
2130797,江里口　光正,メールサプライ課,承認待ち ,2017/9/4,平日,出勤,8:00,16:45,,1,,,465,60
2130797,江里口　光正,メールサプライ課,承認待ち ,2017/9/5,平日,出勤,8:30,16:45,,1,,,435,60
2130797,江里口　光正,メールサプライ課,承認待ち ,2017/9/6,平日,出勤,8:00,16:45,,1,,,465,60
2130797,江里口　光正,メールサプライ課,承認待ち ,2017/9/7,平日,出勤,8:30,16:45,,1,,,435,60
2130797,江里口　光正,メールサプライ課,承認待ち ,2017/9/8,平日,出勤,8:00,16:45,,1,,,465,60
2130797,江里口　光正,メールサプライ課,承認待ち ,2017/9/9,休日,休日,,,,,,,,
2130797,江里口　光正,メールサプライ課,承認待ち ,2017/9/10,法休,休日,,,,,,,,
2130797,江里口　光正,メールサプライ課,承認待ち ,2017/9/11,平日,午後半休,8:00,12:00,,1,,,240,0
2130797,江里口　光正,メールサプライ課,承認待ち ,2017/9/12,平日,出勤,8:30,16:45,,1,,,435,60
2130797,江里口　光正,メールサプライ課,承認待ち ,2017/9/13,平日,出勤,8:00,16:45,,1,,,465,60
2130797,江里口　光正,メールサプライ課,承認待ち ,2017/9/14,平日,出勤,8:30,16:45,,1,,,435,60
2130797,江里口　光正,メールサプライ課,承認待ち ,2017/9/15,平日,出勤,8:00,16:45,,1,,,465,60
2130797,江里口　光正,メールサプライ課,承認待ち ,2017/9/16,休日,休日,,,,,,,,
2130797,江里口　光正,メールサプライ課,承認待ち ,2017/9/17,法休,休日,,,,,,,,
2130797,江里口　光正,メールサプライ課,承認待ち ,2017/9/18,祝日,休日,,,,,,,,
2130797,江里口　光正,メールサプライ課,承認待ち ,2017/9/19,平日,出勤,8:00,16:45,,1,,,465,60
2130797,江里口　光正,メールサプライ課,承認待ち ,2017/9/20,平日,出勤,8:00,16:45,,1,,,465,60
2130797,江里口　光正,メールサプライ課,承認待ち ,2017/9/21,平日,出勤,8:30,16:45,,1,,,435,60
2130797,江里口　光正,メールサプライ課,承認待ち ,2017/9/22,平日,出勤,8:00,16:45,,1,,,465,60
2130797,江里口　光正,メールサプライ課,承認待ち ,2017/9/23,祝日,休日,,,,,,,,
2130797,江里口　光正,メールサプライ課,承認待ち ,2017/9/24,法休,休日,,,,,,,,
2130797,江里口　光正,メールサプライ課,承認待ち ,2017/9/25,平日,出勤,8:00,16:45,,1,,,465,60
2130797,江里口　光正,メールサプライ課,承認待ち ,2017/9/26,平日,出勤,8:30,16:45,,1,,,435,60
2130797,江里口　光正,メールサプライ課,承認待ち ,2017/9/27,平日,出勤,8:00,16:45,,1,,,465,60
2130797,江里口　光正,メールサプライ課,承認待ち ,2017/9/28,平日,出勤,8:30,16:45,,1,,,435,60
2130797,江里口　光正,メールサプライ課,承認待ち ,2017/9/29,平日,午後半休,8:00,12:00,,1,,,240,0
2130797,江里口　光正,メールサプライ課,承認待ち ,2017/9/30,休日,休日,,,,,,,,
2141097,今田　真美,人事・総務サポート課,承認完了,2017/9/1,平日,出勤,7:30,17:15,郵便等到着待機時間ﾏｲﾅｽ,1,60,,465,60
2141097,今田　真美,人事・総務サポート課,承認完了,2017/9/2,休日,休日,,,,,,,,
2141097,今田　真美,人事・総務サポート課,承認完了,2017/9/3,法休,休日,,,,,,,,
2141097,今田　真美,人事・総務サポート課,承認完了,2017/9/4,平日,出勤,7:30,17:15,郵便等到着待機時間ﾏｲﾅｽ,1,60,,465,60
2141097,今田　真美,人事・総務サポート課,承認完了,2017/9/5,平日,出勤,7:30,17:15,郵便等到着待機時間ﾏｲﾅｽ,1,60,,465,60
2141097,今田　真美,人事・総務サポート課,承認完了,2017/9/6,平日,出勤,7:30,17:15,郵便等到着待機時間ﾏｲﾅｽ,1,60,,465,60
2141097,今田　真美,人事・総務サポート課,承認完了,2017/9/7,平日,出勤,7:30,17:15,郵便等到着待機時間ﾏｲﾅｽ,1,60,,465,60
2141097,今田　真美,人事・総務サポート課,承認完了,2017/9/8,平日,出勤,7:30,17:15,郵便等到着待機時間ﾏｲﾅｽ,1,60,,465,60
2141097,今田　真美,人事・総務サポート課,承認完了,2017/9/9,休日,休日,,,,,,,,
2141097,今田　真美,人事・総務サポート課,承認完了,2017/9/10,法休,休日,,,,,,,,
2141097,今田　真美,人事・総務サポート課,承認完了,2017/9/11,平日,出勤,7:30,17:15,郵便等到着待機時間ﾏｲﾅｽ,1,60,,465,60
2141097,今田　真美,人事・総務サポート課,承認完了,2017/9/12,平日,出勤,7:30,17:15,郵便等到着待機時間ﾏｲﾅｽ,1,60,,465,60
2141097,今田　真美,人事・総務サポート課,承認完了,2017/9/13,平日,出勤,7:30,17:15,郵便等到着待機時間ﾏｲﾅｽ,1,60,,465,60
2141097,今田　真美,人事・総務サポート課,承認完了,2017/9/14,平日,出勤,7:30,17:15,郵便等到着待機時間ﾏｲﾅｽ,1,60,,465,60
2141097,今田　真美,人事・総務サポート課,承認完了,2017/9/15,平日,出勤,7:30,17:15,郵便等到着待機時間ﾏｲﾅｽ,1,60,,465,60
2141097,今田　真美,人事・総務サポート課,承認完了,2017/9/16,休日,休日,,,,,,,,
2141097,今田　真美,人事・総務サポート課,承認完了,2017/9/17,法休,休日,,,,,,,,
2141097,今田　真美,人事・総務サポート課,承認完了,2017/9/18,祝日,休日,,,,,,,,
2141097,今田　真美,人事・総務サポート課,承認完了,2017/9/19,平日,出勤,7:30,17:15,郵便等到着待機時間ﾏｲﾅｽ,1,60,,465,60
2141097,今田　真美,人事・総務サポート課,承認完了,2017/9/20,平日,出勤,7:30,17:15,郵便等到着待機時間ﾏｲﾅｽ,1,60,,465,60
2141097,今田　真美,人事・総務サポート課,承認完了,2017/9/21,平日,出勤,7:30,17:15,郵便等到着待機時間ﾏｲﾅｽ,1,60,,465,60
2141097,今田　真美,人事・総務サポート課,承認完了,2017/9/22,平日,出勤,7:30,17:15,郵便等到着待機時間ﾏｲﾅｽ,1,60,,465,60
2141097,今田　真美,人事・総務サポート課,承認完了,2017/9/23,祝日,休日,,,,,,,,
2141097,今田　真美,人事・総務サポート課,承認完了,2017/9/24,法休,休日,,,,,,,,
2141097,今田　真美,人事・総務サポート課,承認完了,2017/9/25,平日,出勤,7:30,17:15,郵便等到着待機時間ﾏｲﾅｽ,1,60,,465,60
2141097,今田　真美,人事・総務サポート課,承認完了,2017/9/26,平日,出勤,7:30,17:15,郵便等到着待機時間ﾏｲﾅｽ,1,60,,465,60
2141097,今田　真美,人事・総務サポート課,承認完了,2017/9/27,平日,出勤,7:30,17:15,郵便等到着待機時間ﾏｲﾅｽ,1,60,,465,60
2141097,今田　真美,人事・総務サポート課,承認完了,2017/9/28,平日,出勤,7:30,17:15,郵便等到着待機時間ﾏｲﾅｽ,1,60,,465,60
2141097,今田　真美,人事・総務サポート課,承認完了,2017/9/29,平日,出勤,7:30,17:15,郵便等到着待機時間ﾏｲﾅｽ,1,60,,465,60
2141097,今田　真美,人事・総務サポート課,承認完了,2017/9/30,休日,休日,,,,,,,,
2150697,新井　政徳,情報インフラ課,承認完了,2017/9/1,平日,精勤休暇,,,,1,,,,
2150697,新井　政徳,情報インフラ課,承認完了,2017/9/2,休日,休日,,,,,,,,
2150697,新井　政徳,情報インフラ課,承認完了,2017/9/3,法休,休日,,,,,,,,
2150697,新井　政徳,情報インフラ課,承認完了,2017/9/4,平日,出勤,9:00,17:15,時差通勤実行,1,,,435,60
2150697,新井　政徳,情報インフラ課,承認完了,2017/9/5,平日,出勤,9:00,17:15,時差通勤実行,1,,,435,60
2150697,新井　政徳,情報インフラ課,承認完了,2017/9/6,平日,出勤,9:00,17:15,時差通勤実行,1,,,435,60
2150697,新井　政徳,情報インフラ課,承認完了,2017/9/7,平日,出勤,7:00,17:15,早朝30分作業,1,90,,465,60
2150697,新井　政徳,情報インフラ課,承認完了,2017/9/8,平日,出勤,7:00,19:30,早朝30分作業,1,90,,600,60
2150697,新井　政徳,情報インフラ課,承認完了,2017/9/9,平日,振替勤務,8:30,16:30,,1,,,420,60
2150697,新井　政徳,情報インフラ課,承認完了,2017/9/10,法休,休日,,,,,,,,
2150697,新井　政徳,情報インフラ課,承認完了,2017/9/11,平日,出勤,9:00,17:15,時差通勤実行,1,,,435,60
2150697,新井　政徳,情報インフラ課,承認完了,2017/9/12,平日,精勤休暇,,,,1,,,,
